"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72265099999","1942-01-01",,,,,"  39.8","24","  30.5","24","1009.4","24","999.9"," 0"," 87.5","24","  9.3","24"," 14.0","999.9","  63.3","*","  29.3","*"," 0.00","I","999.9","100000"
"72265099999","1942-01-02",,,,,"  25.8","24","  12.6","24","1014.7","24","999.9"," 0"," 99.4","24","  8.4","24"," 12.0","999.9","  37.4","*","  19.4","*"," 0.00","I","999.9","000000"
"72265099999","1942-01-03",,,,,"  32.4","24","  23.4","24","1013.0","24","999.9"," 0"," 87.7","24","  3.7","24","  9.9","999.9","  51.3","*","  22.5","*","99.99"," ","999.9","001000"
"72265099999","1942-01-04",,,,,"  27.0","24","  24.3","24","1019.4","24","999.9"," 0"," 59.2","24","  7.0","24"," 14.0","999.9","  41.4","*","  19.4","*","99.99"," ","999.9","111000"
"72265099999","1942-01-05",,,,,"  19.0","24","  16.2","24","1030.6","24","999.9"," 0"," 56.5","24","  5.0","24"," 14.0","999.9","  25.3","*","  15.4","*","99.99"," ","999.9","111000"
"72265099999","1942-01-06",,,,,"  28.1","24","  25.5","24","1027.9","24","999.9"," 0"," 79.3","24","  2.8","24","  7.0","999.9","  35.4","*","  24.4","*"," 0.00","I","999.9","100000"
"72265099999","1942-01-07",,,,,"  27.3","24","  25.7","24","1025.8","24","999.9"," 0"," 33.1","24","  7.0","24"," 13.0","999.9","  34.3","*","  21.4","*","99.99"," ","999.9","111000"
"72265099999","1942-01-08",,,,,"  22.6","24","  15.5","24","1029.3","24","999.9"," 0"," 99.4","24","  7.2","24"," 12.0","999.9","  44.4","*","  15.4","*"," 0.00","I","999.9","000000"
"72265099999","1942-01-09",,,,,"  33.3","24","  24.9","24","1022.4","24","999.9"," 0"," 99.4","24","  8.2","24"," 19.0","999.9","  39.4","*","  28.4","*"," 0.00","I","999.9","000000"
"72265099999","1942-01-10",,,,,"  30.6","24","  16.9","24","1033.9","24","999.9"," 0"," 99.4","24","  5.6","24"," 14.0","999.9","  50.4","*","  17.4","*"," 0.00","I","999.9","000000"
"72265099999","1942-01-11",,,,,"  38.9","24","  24.4","24","1029.6","24","999.9"," 0"," 95.5","24","  3.7","24","  9.9","999.9","  59.4","*","  24.4","*"," 0.00","I","999.9","000000"
"72265099999","1942-01-12",,,,,"  42.5","24","  28.4","24","1025.8","24","999.9"," 0"," 99.4","24","  2.7","24","  7.0","999.9","  55.4","*","  35.4","*"," 0.00","I","999.9","000000"
"72265099999","1942-01-13",,,,,"  45.9","24","  35.8","24","1024.4","24","999.9"," 0"," 99.4","24","  5.4","24"," 16.9","999.9","  64.4","*","  37.4","*"," 0.00","I","999.9","000000"
"72265099999","1942-01-14",,,,,"  44.1","24","  39.3","24","1026.8","24","999.9"," 0"," 91.7","24"," 10.0","24"," 19.0","999.9","  56.3","*","  39.4","*","99.99"," ","999.9","010000"
"72265099999","1942-01-15",,,,,"  42.0","24","  35.5","24","1032.8","24","999.9"," 0"," 99.4","24","  2.8","24","  8.9","999.9","  51.3","*","  38.3","*","99.99"," ","999.9","010000"
"72265099999","1942-01-16",,,,,"  46.7","24","  41.0","24","1023.4","24","999.9"," 0"," 99.4","24","  3.7","24","  9.9","999.9","  58.3","*","  41.4","*"," 0.00","I","999.9","000000"
"72265099999","1942-01-17",,,,,"  50.9","24","  46.0","24","1015.2","24","999.9"," 0"," 59.0","24","  7.7","24"," 12.0","999.9","  69.3","*","  40.3","*"," 0.00","I","999.9","100000"
"72265099999","1942-01-18",,,,,"  47.4","24","  38.7","24","1020.3","24","999.9"," 0"," 99.4","24","  6.6","24"," 12.0","999.9","  59.4","*","  34.3","*"," 0.00","I","999.9","000000"
